test_id,test_fam,true_pos,true_lat,true_lon,text,result_id,status,message,family,pattern,matchtext,lat,lon,mgrs,precision,offset
DMS_05#2,DMS,true,10.834944,6.047389, N 10DEG.50'5.8'' E006DEG.02'50.6'',DMS_05#2,FAIL,Test Payload:  N 10DEG.50'5.8'' E006DEG.02'50.6''; ,,,,,,,,
DMS_05#3,DMS,true,10.834944,6.047389, N 10DEG.50´5.8´´ E006DEG.02´50.6´´,DMS_05#3,FAIL,Test Payload:  N 10DEG.50´5.8´´ E006DEG.02´50.6´´; ,,,,,,,,
DMS_05#4,DMS,true,10.834944,76.047389, N 10DEG.50´5.8´´ E076DEG.02´50.6´´,DMS_05#4,FAIL,Test Payload:  N 10DEG.50´5.8´´ E076DEG.02´50.6´´; ,,,,,,,,
DMS_05#5,DMS,true,10.834944,86.047389, N 10DEG.50´5.8´´ E086DEG.02´50.6´´,DMS_05#5,FAIL,Test Payload:  N 10DEG.50´5.8´´ E086DEG.02´50.6´´; ,,,,,,,,
DMS_05#6,DMS,false,0,0, N 10DEG.50´5.8´´ E186DEG.02´50.6´´   FAIL -- bad coordinate,DMS_05#6,PASS,Test Payload:  N 10DEG.50´5.8´´ E186DEG.02´50.6´´   FAIL -- bad coordinate; ,,,,,,,,
DMS_05#4,DMS,true,10.834944,76.047389, N 10 DEG.50´5.8´´ E 076 DEG.02´50.6´´,DMS_05#4,FAIL,Test Payload:  N 10 DEG.50´5.8´´ E 076 DEG.02´50.6´´; ,,,,,,,,
DMS_06#1,DMS,true,1.748611,101.375833,  N01-44-55/E101-22-33,DMS_06#1,PASS,,DM,DM-01b,N01-44-55/E101-22-33,1.74250,101.37217,47NQB6391792765,15,2
DMS_06#2,DMS,true,1.748794,101.375956,  N.01-44-55.66/E.101-22-33.44,DMS_06#2,FAIL,Test Payload:   N.01-44-55.66/E.101-22-33.44; ,,,,,,,,
DMS_07#1,DMS,true,1.748796,101.375957,   014455666N1012233444E,DMS_07#1,PASS,,DM,DM-03a,014455666N1012233444E,1.74261093,101.37223816,47NQB6392592777,15,3
DMS_07#2,DMS,true,1.748796,101.375957,   014455666N;1012233444E,DMS_07#2,PASS,,DM,DM-03a,014455666N;1012233444E,1.74261093,101.37223816,47NQB6392592777,15,3
DMS_07#3,DMS,true,1.748794,101.375956,   01445566N101223344E,DMS_07#3,PASS,,DM,DM-03a,01445566N101223344E,1.7426100,101.3722382,47NQB6392592777,15,3
DMS_07#4,DMS,true,1.748796,101.375956,   01445566N/101223344E,DMS_07#4,PASS,,DM,DM-03a,01445566N/101223344E,1.7426100,101.3722382,47NQB6392592777,15,3
DMS_07#5,DMS,true,1.748778,101.375944,   0144556N10122334E,DMS_07#5,PASS,,DM,DM-03a,0144556N10122334E,1.742600,101.372231,47NQB6392492776,15,3
DMS_07#6,DMS,true,1.748778,101.375944,   0144556N/10122334E,DMS_07#6,PASS,,DM,DM-03a,0144556N/10122334E,1.742600,101.372231,47NQB6392492776,15,3
DMS_07#7,DMS,true,1.748889,101.375833,   014456N1012233E,DMS_07#7,PASS,,DMS,DMS-03a,014456N1012233E,1.74889,101.37583,47NQB6432493472,15,3
DMS_07#8,DMS,true,1.748889,101.375833,   014456N/1012233E,DMS_07#8,PASS,,DMS,DMS-03a,014456N/1012233E,1.74889,101.37583,47NQB6432493472,15,3
MGRS_01#1,MGRS,true,21.426112,-157.55267,      4QFJ 50007000,MGRS_01#1,PASS,,MGRS,MGRS-01,4QFJ 50007000,21.426157,-157.552621,4QFJ5000570005,10,6
MGRS_01#2,MGRS,true,32.86583,44.423991,     38SMB4611036560,MGRS_01#2,PASS,,MGRS,MGRS-01,38SMB4611036560,32.8658344,44.4239966,38SMB4611036560,1,5
MGRS_01#3,MGRS,true,32.86583,44.423991,    38SMB46113656,MGRS_01#3,PASS,,MGRS,MGRS-01,38SMB46113656,32.865875,44.424044,38SMB4611536565,10,4
MGRS_01#4,MGRS,true,32.86583,-135.576009,     8SMB46113656,MGRS_01#4,PASS,,MGRS,MGRS-01,8SMB46113656,32.865875,-135.575956,8SMB4611436565,10,5
MGRS_01#5,MGRS,true,32.86583,44.423991,    38SMB 4611036560,MGRS_01#5,PASS,,MGRS,MGRS-01,38SMB 4611036560,32.8658344,44.4239966,38SMB4611036560,1,4
MGRS_01#6,MGRS,true,32.86583,44.423991,   38SMB 46113656,MGRS_01#6,PASS,,MGRS,MGRS-01,38SMB 46113656,32.865875,44.424044,38SMB4611536565,10,3
MGRS_01#7,MGRS,true,32.86583,44.423991,   38SMB 461103656,MGRS_01#7,PASS,,MGRS,MGRS-01,38SMB 461103656,32.5690295,44.4259013,38SMB4611003656,1,3
MGRS_01#8,MGRS,true,32.86583,44.423991,   38SMB 4611365 6,MGRS_01#8,PASS,,MGRS,MGRS-01,38SMB 4611365 6,32.865875,44.424044,38SMB4611536565,10,3
MGRS_01#9,MGRS,true,32.86583,44.423991,"   38SMB 4611365
6",MGRS_01#9,PASS,,MGRS,MGRS-01,"38SMB 4611365
6",32.865875,44.424044,38SMB4611536565,10,3
MGRS_01#9,MGRS,true,32.86583,44.423991,"   38SMB 4611
36560",MGRS_01#9,PASS,,MGRS,MGRS-01,"38SMB 4611
36560",32.8658344,44.4239966,38SMB4611036560,1,3
MGRS_01#10,MGRS,false,0,0,42RPR 46113600,MGRS_01#10,PASS,Test Payload: 42RPR 46113600; ,,,,,,,,
MGRS_01#11,MGRS,true,32.86583,44.423991,   38SMB 46113656 40000 KG,MGRS_01#11,PASS,,MGRS,MGRS-01,38SMB 46113656,32.865875,44.424044,38SMB4611536565,10,3
MGRS_01#12,MGRS,false,0,0,    63SNV 6567 7888   FAIL gzd>60,MGRS_01#12,PASS,Test Payload:     63SNV 6567 7888   FAIL gzd>60; ,,,,,,,,
MGRS_01#13,MGRS,false,0,0,    00SNV 6567 7888   FAIL 00 gzd,MGRS_01#13,PASS,Test Payload:     00SNV 6567 7888   FAIL 00 gzd; ,,,,,,,,
MGRS_01#14,MGRS,false,0,0,    0SNV 6567 7888    FAIL 0  gzd,MGRS_01#14,PASS,Test Payload:     0SNV 6567 7888    FAIL 0  gzd; ,,,,,,,,
MGRS_01#15,MGRS,false,0,0,    01JAN 2004 1800 FAIL recent date,MGRS_01#15,PASS,Test Payload:     01JAN 2004 1800 FAIL recent date; ,,,,,,,,
MGRS_01#16,MGRS,false,0,0,    01 JAN 2004 1800 FAIL recent date,MGRS_01#16,PASS,Test Payload:     01 JAN 2004 1800 FAIL recent date; ,,,,,,,,
MGRS_01#17,MGRS,false,0,0,    01 JAN 1999 1800 FAIL recent date,MGRS_01#17,PASS,Test Payload:     01 JAN 1999 1800 FAIL recent date; ,,,,,,,,
MGRS_01#18,MGRS,false,0,0,    01 JAN 1999 FAIL recent date,MGRS_01#18,PASS,Test Payload:     01 JAN 1999 FAIL recent date; ,,,,,,,,
MGRS_01#19,MGRS,false,0,0,    4 JUL 2008 FAIL recent date,MGRS_01#19,PASS,Test Payload:     4 JUL 2008 FAIL recent date; ,,,,,,,,
MGRS_01#19,MGRS,false,0,0,    4 JUN 2008 FAIL recent date,MGRS_01#19,PASS,Test Payload:     4 JUN 2008 FAIL recent date; ,,,,,,,,
UTM_01#1,UTM,true,30.114896,-78.924272,   17T 699990 3333335,UTM_01#1,PASS,,UTM,UTM-01,17T 699990 3333335,30.11490,-78.92427,17RPP9999033335,100,3
UTM_01#2,UTM,true,30.114896,-138.924272,      7T 699990 3333335,UTM_01#2,PASS,,UTM,UTM-01,7T 699990 3333335,30.11490,-138.92427,7RFP9999033335,100,6
UTM_01#3,UTM,true,30.114896,-78.924272,     17N 699990 3333335,UTM_01#3,PASS,,UTM,UTM-01,17N 699990 3333335,30.11490,-78.92427,17RPP9999033335,100,5
UTM_01#4,UTM,true,-60.088093,-77.403766,     17S 699990 3333335,UTM_01#4,PASS,,UTM,UTM-01,17S 699990 3333335,-60.08809,-77.40377,18EUU6629936346,100,5
UTM_01#5,UTM,true,30.114896,-78.924272,     17T 699990 3333335,UTM_01#5,PASS,,UTM,UTM-01,17T 699990 3333335,30.11490,-78.92427,17RPP9999033335,100,5
UTM_01#6,UTM,true,-60.088093,-137.403766,      7S 699990 3333335,UTM_01#6,PASS,,UTM,UTM-01,7S 699990 3333335,-60.08809,-137.40377,8ELU6629936346,100,6
UTM_01#7,UTM,true,30.114896,-78.924272,     17N6999903333335,UTM_01#7,PASS,,UTM,UTM-01,17N6999903333335,30.11490,-78.92427,17RPP9999033335,100,5
UTM_01#8,UTM,true,30.114896,-78.924272,     17N 699990m 3333335m,UTM_01#8,PASS,,UTM,UTM-01,17N 699990m 3333335m,30.11490,-78.92427,17RPP9999033335,100,5
UTM_01#9,UTM,true,-60.088093,-77.403766,     17S 699990mE 3333335mN,UTM_01#9,PASS,,UTM,UTM-01,17S 699990mE 3333335mN,-60.08809,-77.40377,18EUU6629936346,100,5
UTM_01#10,UTM,true,30.114896,-78.924272,     17N 699990E 3333335N,UTM_01#10,PASS,,UTM,UTM-01,17N 699990E 3333335N,30.11490,-78.92427,17RPP9999033335,100,5
UTM_01#11,UTM,true,-60.088093,-137.403766,      7S 699990E 3333335N,UTM_01#11,PASS,,UTM,UTM-01,7S 699990E 3333335N,-60.08809,-137.40377,8ELU6629936346,100,6
UTM_01#12,UTM,false,0,0,     17 6999903333335         FAIL - no lat band,UTM_01#12,PASS,Test Payload:      17 6999903333335         FAIL - no lat band; ,,,,,,,,
UTM_01#13,UTM,false,0,0,     17 699990m 3333335m      FAIL - no lat band,UTM_01#13,PASS,Test Payload:      17 699990m 3333335m      FAIL - no lat band; ,,,,,,,,
UTM_01#14,UTM,false,0,0,     17 699990mE 3333335mN    FAIL - no lat band,UTM_01#14,PASS,Test Payload:      17 699990mE 3333335mN    FAIL - no lat band; ,,,,,,,,
UTM_01#15,UTM,false,0,0,     17 699990Em 3333335Nm    FAIL - no lat band,UTM_01#15,PASS,Test Payload:      17 699990Em 3333335Nm    FAIL - no lat band; ,,,,,,,,
UTM_01#16,UTM,false,0,0,     17 699990e 3333335n      FAIL - no lat band,UTM_01#16,PASS,Test Payload:      17 699990e 3333335n      FAIL - no lat band; ,,,,,,,,
UTM_01#17,UTM,false,0,0,     17 699990E 3333335N      FAIL - no lat band,UTM_01#17,PASS,Test Payload:      17 699990E 3333335N      FAIL - no lat band; ,,,,,,,,
